"Indicator Name","Indicator Code","Country Name","Country Code","Year","Value","Disaggregation"
"Made or received a digital payment (% age 15+)","g20.t.d","Czechia","CZE","2021","94.110","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Czechia","CZE","2017","79.560","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Czechia","CZE","2014","80.050","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Denmark","DNK","2021","100.000","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Denmark","DNK","2017","99.390","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Denmark","DNK","2014","99.690","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Dominican Republic","DOM","2021","38.730","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Dominican Republic","DOM","2017","44.390","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Dominican Republic","DOM","2014","38.270","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Ecuador","ECU","2021","46.900","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Ecuador","ECU","2017","31.560","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Ecuador","ECU","2014","24.660","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Egypt, Arab Rep.","EGY","2021","20.200","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Egypt, Arab Rep.","EGY","2017","22.830","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Egypt, Arab Rep.","EGY","2014","8.120","total"
"Made or received a digital payment (% age 15+)","g20.t.d","El Salvador","SLV","2021","27.820","total"
"Made or received a digital payment (% age 15+)","g20.t.d","El Salvador","SLV","2017","23.600","total"
"Made or received a digital payment (% age 15+)","g20.t.d","El Salvador","SLV","2014","30.680","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Estonia","EST","2021","98.650","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Estonia","EST","2017","96.760","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Estonia","EST","2014","96.140","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Eswatini","SWZ","2022","64.520","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Ethiopia","ETH","2022","19.720","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Ethiopia","ETH","2017","11.890","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Ethiopia","ETH","2014","5.650","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Finland","FIN","2021","98.470","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Finland","FIN","2017","98.300","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Finland","FIN","2014","98.520","total"
"Made or received a digital payment (% age 15+)","g20.t.d","France","FRA","2021","98.450","total"
"Made or received a digital payment (% age 15+)","g20.t.d","France","FRA","2017","92.190","total"
"Made or received a digital payment (% age 15+)","g20.t.d","France","FRA","2014","92.530","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Gabon","GAB","2021","65.520","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Gabon","GAB","2017","54.000","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Gabon","GAB","2014","23.360","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Gambia, The","GMB","2022","22.370","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Gambia, The","GMB","2017","18.840","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Georgia","GEO","2021","62.170","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Georgia","GEO","2017","52.950","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Georgia","GEO","2014","23.580","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Germany","DEU","2021","99.480","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Germany","DEU","2017","97.760","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Germany","DEU","2014","95.800","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Ghana","GHA","2021","65.570","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Ghana","GHA","2017","49.470","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Ghana","GHA","2014","25.600","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Greece","GRC","2021","91.400","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Greece","GRC","2017","73.740","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Greece","GRC","2014","60.990","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Guatemala","GTM","2022","25.920","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Guatemala","GTM","2017","33.270","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Guatemala","GTM","2014","28.980","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Guinea","GIN","2021","27.650","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Guinea","GIN","2017","20.250","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Guinea","GIN","2014","6.020","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Haiti","HTI","2017","27.520","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Haiti","HTI","2014","12.670","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Honduras","HND","2021","31.640","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Honduras","HND","2017","37.200","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Honduras","HND","2014","23.100","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Hong Kong SAR, China","HKG","2021","92.770","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Hong Kong SAR, China","HKG","2017","84.510","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Hong Kong SAR, China","HKG","2014","85.210","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Hungary","HUN","2021","86.370","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Hungary","HUN","2017","71.460","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Hungary","HUN","2014","66.870","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Iceland","ISL","2021","99.870","total"
"Made or received a digital payment (% age 15+)","g20.t.d","India","IND","2021","34.930","total"
"Made or received a digital payment (% age 15+)","g20.t.d","India","IND","2017","28.690","total"
"Made or received a digital payment (% age 15+)","g20.t.d","India","IND","2014","22.240","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Indonesia","IDN","2021","37.190","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Indonesia","IDN","2017","34.610","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Indonesia","IDN","2014","23.310","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Iran, Islamic Rep.","IRN","2021","84.490","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Iran, Islamic Rep.","IRN","2017","89.770","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Iran, Islamic Rep.","IRN","2014","86.730","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Iraq","IRQ","2021","14.240","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Iraq","IRQ","2017","19.060","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Iraq","IRQ","2014","4.170","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Ireland","IRL","2021","98.220","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Ireland","IRL","2017","93.530","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Ireland","IRL","2014","89.760","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Israel","ISR","2021","91.160","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Israel","ISR","2017","90.850","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Israel","ISR","2014","86.690","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Italy","ITA","2021","95.780","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Italy","ITA","2017","89.660","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Italy","ITA","2014","73.240","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Jamaica","JAM","2021","49.670","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Jamaica","JAM","2014","47.410","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Japan","JPN","2021","95.790","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Japan","JPN","2017","95.340","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Japan","JPN","2014","89.340","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Jordan","JOR","2021","36.370","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Jordan","JOR","2017","32.530","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Jordan","JOR","2014","13.320","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Kazakhstan","KAZ","2021","77.930","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Kazakhstan","KAZ","2017","53.870","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Kazakhstan","KAZ","2014","46.740","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Kenya","KEN","2021","77.560","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Kenya","KEN","2017","78.960","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Kenya","KEN","2014","69.440","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Korea, Rep.","KOR","2021","97.940","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Korea, Rep.","KOR","2017","92.360","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Korea, Rep.","KOR","2014","88.070","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Kosovo","XKX","2021","47.590","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Kosovo","XKX","2017","38.650","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Kosovo","XKX","2014","31.060","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Kuwait","KWT","2017","74.830","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Kuwait","KWT","2014","64.120","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Kyrgyz Republic","KGZ","2021","39.430","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Kyrgyz Republic","KGZ","2017","36.060","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Kyrgyz Republic","KGZ","2014","15.090","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Lao PDR","LAO","2021","21.250","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Lao PDR","LAO","2017","13.350","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Latvia","LVA","2021","95.350","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Latvia","LVA","2017","90.920","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Latvia","LVA","2014","87.160","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Lebanon","LBN","2021","14.020","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Lebanon","LBN","2017","33.090","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Lebanon","LBN","2014","33.080","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Lesotho","LSO","2022","58.580","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Lesotho","LSO","2017","37.810","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Liberia","LBR","2021","46.080","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Liberia","LBR","2017","27.630","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Libya","LBY","2017","31.850","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Lithuania","LTU","2021","90.760","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Lithuania","LTU","2017","77.600","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Lithuania","LTU","2014","72.820","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Luxembourg","LUX","2017","98.310","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Luxembourg","LUX","2014","93.410","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Madagascar","MDG","2022","23.890","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Madagascar","MDG","2017","15.040","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Madagascar","MDG","2014","5.430","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Malawi","MWI","2021","40.310","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Malawi","MWI","2017","27.610","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Malawi","MWI","2014","11.440","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Malaysia","MYS","2021","79.300","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Malaysia","MYS","2017","70.420","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Malaysia","MYS","2014","62.600","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Maldives","MDV","2017","67.830","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Mali","MLI","2021","38.140","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Mali","MLI","2017","30.970","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Mali","MLI","2014","15.200","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Malta","MLT","2021","90.730","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Malta","MLT","2017","88.830","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Malta","MLT","2014","79.470","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Mauritania","MRT","2022","19.920","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Mauritania","MRT","2017","15.690","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Mauritania","MRT","2014","18.950","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Mauritius","MUS","2021","80.110","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Mauritius","MUS","2017","68.510","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Mauritius","MUS","2014","53.200","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Mexico","MEX","2022","43.860","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Mexico","MEX","2017","31.740","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Mexico","MEX","2014","34.550","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Moldova","MDA","2021","59.760","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Moldova","MDA","2017","40.380","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Moldova","MDA","2014","15.230","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Mongolia","MNG","2021","97.410","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Mongolia","MNG","2017","85.270","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Mongolia","MNG","2014","72.270","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Montenegro","MNE","2017","59.790","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Montenegro","MNE","2014","43.870","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Morocco","MAR","2021","30.300","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Morocco","MAR","2017","16.710","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Mozambique","MOZ","2021","42.320","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Mozambique","MOZ","2017","34.110","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Myanmar","MMR","2021","39.910","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Myanmar","MMR","2017","7.710","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Myanmar","MMR","2014","4.320","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Namibia","NAM","2021","66.370","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Namibia","NAM","2017","71.420","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Namibia","NAM","2014","45.000","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Nepal","NPL","2021","28.580","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Nepal","NPL","2017","16.310","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Nepal","NPL","2014","9.860","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Netherlands","NLD","2021","98.790","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Netherlands","NLD","2017","97.660","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Netherlands","NLD","2014","97.850","total"
"Made or received a digital payment (% age 15+)","g20.t.d","New Zealand","NZL","2021","97.600","total"
"Made or received a digital payment (% age 15+)","g20.t.d","New Zealand","NZL","2017","97.320","total"
"Made or received a digital payment (% age 15+)","g20.t.d","New Zealand","NZL","2014","97.950","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Nicaragua","NIC","2021","21.370","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Nicaragua","NIC","2017","24.570","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Nicaragua","NIC","2014","14.190","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Niger","NER","2022","9.590","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Niger","NER","2017","13.030","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Niger","NER","2014","5.910","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Nigeria","NGA","2021","33.740","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Nigeria","NGA","2017","29.660","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Nigeria","NGA","2014","37.020","total"
"Made or received a digital payment (% age 15+)","g20.t.d","North Macedonia","MKD","2021","74.320","total"
"Made or received a digital payment (% age 15+)","g20.t.d","North Macedonia","MKD","2017","65.800","total"
"Made or received a digital payment (% age 15+)","g20.t.d","North Macedonia","MKD","2014","53.760","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Norway","NOR","2021","99.480","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Norway","NOR","2017","99.090","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Norway","NOR","2014","99.300","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Pakistan","PAK","2021","17.620","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Pakistan","PAK","2017","17.690","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Pakistan","PAK","2014","9.450","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Panama","PAN","2021","36.450","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Panama","PAN","2017","35.030","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Panama","PAN","2014","33.160","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Paraguay","PRY","2021","51.160","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Paraguay","PRY","2017","44.590","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Peru","PER","2021","49.140","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Peru","PER","2017","33.900","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Peru","PER","2014","22.630","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Philippines","PHL","2021","43.450","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Philippines","PHL","2017","25.090","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Philippines","PHL","2014","21.360","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Poland","POL","2021","93.180","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Poland","POL","2017","81.880","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Poland","POL","2014","65.040","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Portugal","PRT","2021","90.640","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Portugal","PRT","2017","86.310","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Portugal","PRT","2014","75.240","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Puerto Rico","PRI","2014","63.580","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Romania","ROU","2021","63.510","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Romania","ROU","2017","47.230","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Romania","ROU","2014","43.320","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Russian Federation","RUS","2021","87.420","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Russian Federation","RUS","2017","70.520","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Russian Federation","RUS","2014","57.720","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Rwanda","RWA","2017","38.920","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Rwanda","RWA","2014","27.990","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Saudi Arabia","SAU","2021","73.450","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Saudi Arabia","SAU","2017","61.170","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Saudi Arabia","SAU","2014","51.120","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Senegal","SEN","2021","53.020","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Senegal","SEN","2017","39.520","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Senegal","SEN","2014","11.920","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Serbia","SRB","2021","87.490","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Serbia","SRB","2017","66.110","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Serbia","SRB","2014","63.660","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Sierra Leone","SLE","2021","27.010","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Sierra Leone","SLE","2017","15.610","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Sierra Leone","SLE","2014","12.970","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Singapore","SGP","2021","94.840","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Singapore","SGP","2017","90.100","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Singapore","SGP","2014","90.160","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Slovak Republic","SVK","2021","94.550","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Slovak Republic","SVK","2017","81.500","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Slovak Republic","SVK","2014","75.370","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Slovenia","SVN","2021","97.020","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Slovenia","SVN","2017","95.730","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Slovenia","SVN","2014","87.670","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Somalia","SOM","2014","38.320","total"
"Made or received a digital payment (% age 15+)","g20.t.d","South Africa","ZAF","2021","80.810","total"
"Made or received a digital payment (% age 15+)","g20.t.d","South Africa","ZAF","2017","60.110","total"
"Made or received a digital payment (% age 15+)","g20.t.d","South Africa","ZAF","2014","65.990","total"
"Made or received a digital payment (% age 15+)","g20.t.d","South Sudan","SSD","2021","4.810","total"
"Made or received a digital payment (% age 15+)","g20.t.d","South Sudan","SSD","2017","7.350","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Spain","ESP","2021","97.530","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Spain","ESP","2017","90.490","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Spain","ESP","2014","94.200","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Sri Lanka","LKA","2021","55.060","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Sri Lanka","LKA","2017","47.160","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Sri Lanka","LKA","2014","25.240","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Sudan","SDN","2014","12.020","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Sweden","SWE","2021","99.060","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Sweden","SWE","2017","98.340","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Sweden","SWE","2014","99.210","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Switzerland","CHE","2021","98.220","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Switzerland","CHE","2017","96.450","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Switzerland","CHE","2014","92.790","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Tajikistan","TJK","2021","33.130","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Tajikistan","TJK","2017","43.930","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Tajikistan","TJK","2014","8.750","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Tanzania","TZA","2021","50.220","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Tanzania","TZA","2017","42.990","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Tanzania","TZA","2014","35.540","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Thailand","THA","2021","92.030","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Thailand","THA","2017","62.270","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Thailand","THA","2014","36.770","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Togo","TGO","2021","43.650","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Togo","TGO","2017","31.330","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Togo","TGO","2014","6.990","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Trinidad and Tobago","TTO","2017","64.110","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Tunisia","TUN","2021","27.690","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Tunisia","TUN","2017","29.410","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Tunisia","TUN","2014","17.400","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Turkiye","TUR","2021","67.630","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Turkiye","TUR","2017","63.760","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Turkiye","TUR","2014","49.550","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Turkmenistan","TKM","2017","34.300","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Uganda","UGA","2021","62.580","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Uganda","UGA","2017","54.690","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Uganda","UGA","2014","40.470","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Ukraine","UKR","2021","81.340","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Ukraine","UKR","2017","60.720","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Ukraine","UKR","2014","48.320","total"
"Made or received a digital payment (% age 15+)","g20.t.d","United Arab Emirates","ARE","2021","76.610","total"
"Made or received a digital payment (% age 15+)","g20.t.d","United Arab Emirates","ARE","2017","84.040","total"
"Made or received a digital payment (% age 15+)","g20.t.d","United Arab Emirates","ARE","2014","76.680","total"
"Made or received a digital payment (% age 15+)","g20.t.d","United Kingdom","GBR","2021","99.170","total"
"Made or received a digital payment (% age 15+)","g20.t.d","United Kingdom","GBR","2017","95.610","total"
"Made or received a digital payment (% age 15+)","g20.t.d","United Kingdom","GBR","2014","97.120","total"
"Made or received a digital payment (% age 15+)","g20.t.d","United States","USA","2021","92.970","total"
"Made or received a digital payment (% age 15+)","g20.t.d","United States","USA","2017","91.110","total"
"Made or received a digital payment (% age 15+)","g20.t.d","United States","USA","2014","92.010","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Uruguay","URY","2021","67.990","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Uruguay","URY","2017","59.340","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Uruguay","URY","2014","40.700","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Uzbekistan","UZB","2021","41.720","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Uzbekistan","UZB","2017","34.220","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Uzbekistan","UZB","2014","38.370","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Venezuela, RB","VEN","2021","81.190","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Venezuela, RB","VEN","2017","68.770","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Venezuela, RB","VEN","2014","49.600","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Viet Nam","VNM","2022","45.980","total"
